451.123,ast_cnt,repeat_string,date,filename,name,451.353,590,451.2,451.13,6-501.12,500,451,6-501.14,451.126,3-302.11,205,480,451.404,6-501.16,4-501.11,451.321,451.14,451.35,451.103,451.104,451.344,5-205.15,4-903.11,451.117,5-202.12,6-501.11,451.36,3-501.16,520,7-206.12,6-404.11,3-305.11,6-202.15,3-304.12,3-701.11,6-501.111,4-601.11,5-203.14,4-602.12,4-204.112,2-401.11,451.11,4-901.11,5-205.11,205.103,480.425,590.009,4-502.13,6-501.114,6-201.11,4-501.114,6-201.16,451.121,451.124,480.5,451.34,520.119,451.000.,451.322,451.141,5-202.13,451.32,451.341,4-602.11,451.101,451.102,6-301.12,4-501.15,451.114,6-403.11,4-204.115,451.351,4-302.14,4-501.112,5-501.114,6-101.11,3-302.12,4-101.16,7-101.11,6-301.11,451.109,6-301.20,5-501.16,3-305.12,2-402.11,4-903.12,4-502.11,6-202.11,2022,2017,451.331,590.003,3-304.14,1,5-501.110,451.346,7-102.11,480.4,4-602.13,451.37,451.38,451.383,451.33,5-501.113,451.345,6-501.112,5-501.115,451.111,4-701.10,3-501.15,3-202.15,451.371,451.153,451.125,4-102.11,451.374,451.113,4-904.11,6-301.14,3.5,6.5,4-202.11,451.343,480.1,590.011,2-301.14,3-501.18,6-305.11,5-501.116,4-202.16,109,4-201.11,451.119,451.122,4-501.116,451.12,11,5-250.15,451.128,6-303.11,2-304.11,4-904.13,480.3,451.405,4-501.12,3-301.11,5-501.15,8,2-102.11,480.2,4-501.13,4-202.15,4-101.111,2013,2018,7-201.11,2016,3-101.11,3.302.11,6-501.15,5-502.11,6-201.17,480.55,3-304.15,4-501.16,4-501.18,7-3.,480.000.,4-301.12,4-501.14,2-103.11,4-601.12,6-304.11,451.218,4-402.12,6-202.12,4-501.17,90.6,480,4-702.11,3-13.,450.35,1,450.353,3-306.11,451.35,5,.480.500
15,22,30 repeat violations,6/17/2014 13:11,bay-state-correctional-center-report-6-14.docx,Facility_Inspection__Bay_State_Correctional_Center_Norfolk,19,2,,6,3,,1,,1,,1,1,1,,1,,,2,,,,,,,,,,,,,,1,,1,1,,3,,1,1,,2,,,,,,,1,,2,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,5,67 repeat violations,4/30/2014 12:06,berkshire-pittsfield-report-04-14.docx,Facility_Inspection__Berkshire_County_Jail_and_House_of_Corrections_Pittsfield,21,2,,,,,1,,4,,1,1,1,,4,,,,3,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,24,82 repeat violations,4/14/2015 12:25,berkshire-pittsfield-report-04-15.docx,Facility_Inspection__Berkshire_County_Jail_and_House_of_Corrections_Pittsfield,16,2,,15,1,,1,,2,,1,2,1,,1,,1,1,2,,,,,,,,,2,2,,,,,,,,,,,1,,2,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,30,79 repeat violations,4/29/2016 18:20,berkshire-pittsfield-report-04-16.docx,Facility_Inspection__Berkshire_County_Jail_and_House_of_Corrections_Pittsfield__April_21_2016,13,2,,1,2,,1,,,,1,1,1,,1,,7,1,,,,,,,,,,,2,,,,,,,,,,,,,5,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,46,119 repeat violations,11/17/2016 17:09,berkshire-pittsfield-report-11-16.docx,Facility_Inspection__Berkshire_County_Jail_and_House_of_Correction_Pittsfield__November_16_2016,6,3,1,,,,1,,1,,1,1,1,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,38,95 repeat violations,11/24/2015 18:30,berkshire-pittsfield-report-11-25-15.docx,Berkshire_County_Jail_and_House_of_Corrections_Pittsfield,20,2,,16,2,,1,,1,,1,1,1,,3,,1,1,2,,,,1,2,,1,,4,2,1,,,,,,,,,,2,,3,,,,,,,,,1,,,1,,,,,,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,35,152 repeat violations,12/24/2014 14:05,berkshire-pittsfield-report-12-14.docx,Facility_Inspection__Berkshire_County_Jail_and_House_of_Corrections_Pittsfield,9,2,,,,,1,,4,,1,1,1,,4,,,1,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,42 repeat violations,2/4/2016 18:23,boston-pre-release-center-report-01-19-16.docx,Facility_Inspection__Boston_PreRelease_Center_Roslindale__012616,5,2,,,3,,1,,,,1,1,1,,,2,,,,,,1,,,,1,,,2,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,14,31 repeat violations,3/5/2015 14:06,boston-pre-release-center-report-02-15.docx,Facility_Inspection__Boston_PreRelease_Center_Roslindale__February_4_2015,4,2,,1,,,1,,,,1,1,1,,,2,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,12,29 repeat violations,7/7/2016 14:34,boston-pre-release-center-report-06-22-16.docx,Facility_Inspection__Boston_PreRelease_Center_Roslindale__June_22_2016,9,2,,,,,1,,,,1,1,1,,1,2,,,,,,,,,,1,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,14,43 repeat violations,6/22/2015 18:52,boston-pre-release-center-report-6-22-15.docx,Boston_PreRelease_Center_Roslindale,9,2,,,3,,1,,,,1,1,1,,1,2,,,,,,,,,,,,,2,,,1,,1,,1,,,,,,1,,,,,,,,,2,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,27,53 repeat violations,7/1/2014 19:07,boston-pre-release-center-report-7-14.docx,Facility_Inspection__Boston_PreRelease_Center_Roslindale__070214,15,2,,2,,,1,,2,,1,1,1,,2,2,,1,,,,1,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,5 repeat violations,12/22/2014 13:41,bridgewater-kitchen-core-services-report-12-14.docx,Facility_Inspection__OCCC_Kitchen_Core_Services_Bridgewater,,2,,,4,,1,,,1,1,1,1,1,1,,,,,,,1,2,,,4,,,,,,,,1,,,,,,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,9 repeat violations,12/20/2016 20:45,bridgewater-kitchen-core-services-report-12-16.docx,Facility_Inspection__Old_Colony_Correctional_Center_Kitchen_Core_Services_Bridgewater__December_2016,,2,,,5,,1,,,,1,1,1,,1,,,,,,,,,,,8,,,2,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,8 repeat violations,5/29/2015 15:50,bridgewater-kitchen-core-services-report-12-17-15.docx,Old_Colony_Correctional_Center_Kitchen_Core_Services_Bridgewater,,2,,,7,,1,,,,1,1,1,,1,,,,,,,,,,,6,,,2,,,,,,,1,,,1,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,8 repeat violations,6/23/2016 14:17,bridgewater-kitchen-core-services-report-5-27-16.docx,_Facility_Inspection__Old_Colony_Correctional_Center_Kitchen_Core_Services_Bridgewater,,2,,,8,,1,,,,1,1,1,,1,,,,,,,,,,,4,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,6 repeat violations,6/1/2015 16:35,bridgewater-kitchen-core-services-report-6-9-15.docx,Old_Colony_Correctional_Center_Kitchen_Core_Services_Bridgewater,,2,,,6,,1,,,,1,1,1,1,3,,,,,,,,,,,3,,,2,,,2,1,,,1,,,,,,,,,,,,,,3,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,20,19 repeat violations,5/29/2015 15:50,bridgewater-masac-report-01-8-16.docx,Facility_Inspection__Massachusetts_Alcohol_and_Substance_Abuse_Center_Bridgewater__January_19_2016,6,2,,,1,,1,,,,1,1,1,,1,,,,,,,,1,,,1,,,2,,,1,,,,1,1,,,,,,,,,,,,,,,,8,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,20,19 repeat violations,1/30/2015 16:28,bridgewater-masac-report-02-15.docx,Bridgewater MASAC,12,2,,,,,1,,,,1,1,1,1,2,,,1,,,,,,1,,,,,2,,,,,,,,1,,,,,2,,,,,,,,,,,8,,,,,,7,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9,8 repeat violations,6/30/2014 12:42,bridgewater-masac-report-6-14.docx,Facility_Inspection__Massachusetts_Alcohol_and_Substance_Abuse_Center_Bridgewater,13,2,,,,,1,,,,1,1,1,,,,,1,,,1,,1,,,,,,,,,,,,,,4,,,,,1,,,,,,,,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,19 repeat violations,6/27/2016 14:58,bridgewater-masac-report-6-17-16.docx,Ma_Alcohol_And_Substance_Abuse_Center_Bridgewater,2,2,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,8,,,,,,7,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,21,20 repeat violations,6/25/2015 14:15,bridgewater-masac-report-6-25-15.docx,Massachusetts_Alcohol_and_Substance_Abuse_Center_Bridgewater,1,2,,2,,,1,,,,1,1,1,,1,,,1,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,68,93 repeat violations,12/28/2015 17:37,bridgewater-old-colony-correctional-center-report-12-16-15.docx,Old_Colony_Correctional_Center_Bridgewater,36,2,,1,3,,1,,2,1,1,1,1,,6,11,,3,1,,,,,,,3,,,2,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,90 repeat violations,12/20/2016 20:30,bridgewater-old-colony-correctional-center-report-12-16.docx,Bridgewater Old Colony Correctional Center,32,3,1,5,3,,1,,,,1,1,1,,5,9,,1,1,,,,,,3,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,81,100 repeat violations,6/15/2016 16:55,bridgewater-old-colony-correctional-center-report-5-26-16.docx,Old_Colony_Correctional_Center_Bridgewater,23,2,,1,4,,1,,,,1,1,1,,4,10,,4,1,,,1,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,23,21 repeat violations,5/28/2015 16:42,bridgewater-old-colony-correctional-center-report-6-9-15.docx,Old_Colony_Correctional_Center_Bridgewater,9,2,,1,2,,1,,,2,1,1,1,,1,8,,,,,,2,2,,,2,,,2,,,2,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,178,196 repeat violations,4/14/2016 15:08,bridgewater-state-hospital-report-03-16.docx,Facility_Inspection__Bridgewater_State_Hospital__March_24_2016,133,2,,3,8,,1,,1,,1,1,1,,6,,1,40,,,,,1,,1,8,2,,2,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,130,136 repeat violations,4/3/2015 15:08,bridgewater-state-hospital-report-04-15.docx,Facility_Inspection__Bridgewater_State_Hospital__April_16_2015,113,2,,1,6,,1,,,,1,1,1,,3,,3,30,,,2,1,2,,,1,1,,2,,,,,,,,4,,1,,,,,,,,,,1,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,169,170 repeat violations,4/14/2016 15:08,bridgewater-state-hospital-report-11-16.docx,Bridgewater State Hospital,91,5,3,2,5,,1,,2,,1,1,1,,4,,1,23,1,,,3,,,1,6,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,158,167 repeat violations,10/29/2015 18:14,bridgewater-state-hospital-report-11-5-15.docx,Bridgewater_State_Hospital,131,2,,2,8,,1,,,,1,1,1,,4,,3,24,2,,1,1,1,,,4,1,,2,,,,1,,,1,4,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,193,209 repeat violations,12/2/2014 15:02,bridgewater-state-hospital-report-12-14.docx,Bridgewater State Hospital,157,2,,2,7,,1,,2,2,1,1,1,,3,,3,41,1,,2,,6,,,3,,,,,1,1,,1,,2,11,1,4,2,1,2,,,,,,,,4,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,1,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,28,33 repeat violations,7/5/2016 15:56,bristol-ash-street-report-06-16.docx,Bristol Ash Street Jail,13,2,,3,,,1,,,,1,1,1,,,,,11,,,,1,2,,,,,,2,,,,,1,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,33,63 repeat violations,2/11/2015 17:26,bristol-ash-street-report-12-14.docx,Facility_Inspection__Bristol_County_Jail_Ash_Street_Facility_New_Bedford,28,2,,,,,1,,,,1,1,1,,,,,13,,,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22,26 repeat violations,1/6/2016 16:11,bristol-ash-street-report-12-23-15.docx,Bristol_County_jail_Ash_Street_Facility_new_Bedford,10,2,,,,,1,,,,1,1,1,,,,,12,,,,1,2,,,,,,2,,,,1,,,,1,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,32,46 repeat violations,6/11/2015 16:57,bristol-ash-street-report-6-12-15.docx,Bristol_County_Jail_Ash_Street_Facility_New_Bedford,24,2,,,,,1,,1,,1,1,1,,,,,20,,,,,1,,,,,,2,,,,1,,,,,,1,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,42,69 repeat violations,6/4/2014 12:24,bristol-ash-street-report-6-14.docx,Facility_Inspection__Bristol_County_Jail_Ash_Street_Facility_New_Bedford,30,2,,,,,1,,,,1,1,1,,,,1,12,1,,,1,1,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,4/18/2014 12:39,bristol-dartmouth-ice-report-04-14.docx,Facility_Inspection__Dartmouth_ICE_Facility_North_Dartmouth,2,2,,1,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,3 repeat violations,4/8/2015 17:42,bristol-dartmouth-ice-report-04-15.docx,Facility_Inspection__Dartmouth_ICE_Facility_North_Dartmouth,1,2,,2,,,1,,,,1,1,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,3 repeat violations,4/19/2016 14:17,bristol-dartmouth-ice-report-04-16.docx,Facility_Inspection__Dartmouth_ICE_Facility_North_Dartmouth__April_2016,2,2,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,,11/4/2014 15:26,bristol-dartmouth-ice-report-11-14.docx,Facility_Inspection__Dartmouth_ICE_Facility_North_Dartmouth__November_12_2014,3,2,,,,,1,,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,3 repeat violations,11/12/2015 15:39,bristol-dartmouth-ice-report-11-15.docx,Facility_Inspection__Dartmouth_ICE_Facility_North_Dartmouth__November_16_2015,3,2,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,3 repeat violations,11/14/2016 15:41,bristol-dartmouth-ice-report-11-16.docx,Facility_Inspection__Dartmouth_ICE_Facility_North_Dartmouth__November_8_2016,1,3,1,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,19 repeat violations,4/8/2015 18:09,bristol-dartmouth-modular-04-15.docx,Facility_Inspection__Bristol_County_Modular_Building_North_Dartmouth,6,2,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,18,7 repeat violations,4/19/2016 13:57,bristol-dartmouth-modular-04-16.docx,Bristol Dartmouth Modular,7,2,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,24,20 repeat violations,11/12/2015 15:12,bristol-dartmouth-modular-11-15.docx,Facility_Inspection__Bristol_County_Modular_Building_North_Dartmouth__October_20_2015,9,2,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,13,12 repeat violations,11/16/2016 18:06,bristol-dartmouth-modular-11-16.docx,Facility_Inspection__Bristol_County_Modular_Building_North_Dartmouth__November_9_2016,9,3,1,4,,,1,,,,1,1,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
